book_id,isbn,authors,original_publication_year,title
385,307352145,Susan Cain,2012,Quiet: The Power of Introverts in a World That Can't Stop Talking
386,440439884,Scott O'Dell,1960,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)"
387,142437336,"Arthur Miller, Christopher Bigsby",1953,The Crucible
388,689840926,Gary Paulsen,1986,"Hatchet (Brian's Saga, #1)"
389,076531178X,Brandon Sanderson,2006,"The Final Empire (Mistborn, #1)"
390,451528956,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr. Jekyll and Mr. Hyde
391,679889108,Dr. Seuss,1971,The Lorax
392,810993139,Jeff Kinney,2004,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)"
393,1599906953,Sarah J. Maas,2012,"Throne of Glass (Throne of Glass, #1)"
394,1595141979,Richelle Mead,2008,"Shadow Kiss (Vampire Academy, #3)"
395,684803356,Ernest Hemingway,1940,For Whom the Bell Tolls
396,345505336,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet
397,140120831,"Patrick Süskind, John E. Woods",1985,Perfume: The Story of a Murderer
398,60838582,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal
399,747599874,J.K. Rowling,2007,The Tales of Beedle the Bard
400,441569595,William Gibson,1984,Neuromancer
401,99910101,Ernest Hemingway,1929,A Farewell to Arms
402,553212281,Edgar Allan Poe,1843,The Tell-Tale Heart and Other Writings
403,1590302257,"Sun Tzu, Thomas Cleary",-500,The Art of War
404,385344228,William Landay,2012,Defending Jacob
405,385334206,Kurt Vonnegut Jr.,1973,Breakfast of Champions
406,874774241,Betty Edwards,1979,The New Drawing on the Right Side of the Brain
407,60838728,Ann Patchett,2001,Bel Canto
408,739467352,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies"
409,375508414,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe
410,385474547,Chinua Achebe,1958,"Things Fall Apart (The African Trilogy, #1)"
411,385338694,Sophie Kinsella,2005,The Undomestic Goddess
412,1881273156,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
413,,Alexandre Dumas,1844,The Three Musketeers
414,1416589643,Chris Cleave,2008,Little Bee
415,031253275X,Alyson Noel,2009,"Evermore (The Immortals, #1)"
416,590032496,"Roald Dahl, Quentin Blake",1983,The Witches
417,743298020,Diane Setterfield,2006,The Thirteenth Tale
418,1595142509,Richelle Mead,2010,"Spirit Bound (Vampire Academy, #5)"
419,1595141987,Richelle Mead,2009,"Blood Promise (Vampire Academy, #4)"
420,446676071,Nicholas Sparks,1998,Message in a Bottle
421,345521307,Paula McLain,2011,The Paris Wife
422,545044251,J.K. Rowling,1998,"Harry Potter Boxset (Harry Potter, #1-7)"
423,62059963,Kiera Cass,2013,"The Elite (The Selection, #2)"
424,156001314,"Umberto Eco, William Weaver, Seán Barrett",1980,The Name of the Rose
425,1416914633,"Beatrice Sparks, Anonymous",1971,Go Ask Alice
426,802130208,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces
427,158049580X,Oscar Wilde,1895,The Importance of Being Earnest
428,1423140605,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus, #3)"
429,60855924,Terry Pratchett,1983,"The Color of Magic (Discworld, #1; Rincewind #1)"
430,1400079276,"Haruki Murakami, Philip Gabriel",2002,Kafka on the Shore
431,525945563,Thomas Harris,1981,"Red Dragon (Hannibal Lecter, #1)"
432,553803700,Isaac Asimov,1950,"I, Robot (Robot #0.1)"
433,451216954,J.R. Ward,2005,"Dark Lover (Black Dagger Brotherhood, #1)"
434,1416989439,Becca Fitzpatrick,2010,"Crescendo (Hush, Hush, #2)"
435,61726818,Lauren Oliver,2010,Before I Fall
436,679457313,Arundhati Roy,1997,The God of Small Things
437,670024783,Sue Monk Kidd,2014,The Invention of Wings
438,141043768,Liane Moriarty,2009,What Alice Forgot
439,553380168,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time
440,525951652,Ken Follett,2010,"Fall of Giants (The Century Trilogy, #1)"
441,1439148503,Stephen King,2009,Under the Dome
442,553380958,Neal Stephenson,1992,Snow Crash
443,670061050,Sarah Dessen,2006,Just Listen
444,525467564,"A.A. Milne, Ernest H. Shepard",1926,"Winnie-the-Pooh (Winnie-the-Pooh, #1)"
445,62060554,S.J. Watson,2011,Before I Go to Sleep
446,1420925539,Arthur Conan Doyle,1887,A Study in Scarlet
447,375826726,Christopher Paolini,2008,"Brisingr (The Inheritance Cycle, #3)"
448,310276993,Rick Warren,2002,The Purpose Driven Life: What on Earth Am I Here for?
449,312360282,"P.C. Cast, Kristin Cast",2007,"Betrayed (House of Night, #2)"
450,451457811,Jim Butcher,2000,"Storm Front (The Dresden Files, #1)"
451,1593082649,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey
452,399162410,Rick Yancey,2013,"The 5th Wave (The 5th Wave, #1)"
453,802142842,Charles Frazier,1997,Cold Mountain
454,60245867,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie
455,312323867,Emily Giffin,2005,"Something Blue (Darcy & Rachel, #2)"
456,822210894,Tennessee Williams,1947,A Streetcar Named Desire
457,751537284,Elizabeth Kostova,2005,The Historian
458,385353308,Emily St. John Mandel,2014,Station Eleven
459,1476738017,"Fredrik Backman, Henning Koch",2012,A Man Called Ove
460,1406321346,Cassandra Clare,2013,"Clockwork Princess (The Infernal Devices, #3)"
461,1416500189,Pearl S. Buck,1931,"The Good Earth (House of Earth, #1)"
462,140135154,John Berger,1972,Ways of Seeing
463,385335970,Diana Gabaldon,1992,"Dragonfly in Amber (Outlander, #2)"
464,,Anonymous,1611,Holy Bible: King James Version
465,743495667,Jennifer Weiner,2002,In Her Shoes
466,345368584,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit: Graphic Novel
467,1594489580,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao
468,61120065,Zora Neale Hurston,1937,Their Eyes Were Watching God
469,439321603,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them
470,316322407,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban
471,141439807,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park
472,080701429X,Viktor E. Frankl,1946,Man's Search for Meaning
473,670038601,Tana French,2007,"In the Woods (Dublin Murder Squad, #1)"
474,618680004,Richard Dawkins,2006,The God Delusion
475,525422943,Gayle Forman,2011,"Where She Went (If I Stay, #2)"
476,345915593,John Irving,1978,The World According to Garp
477,515141429,Lee Child,1997,"Killing Floor (Jack Reacher, #1)"
478,375757325,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,Robinson Crusoe
479,937832383,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,The Prince
480,440238153,Philip Pullman,2000,"The Amber Spyglass (His Dark Materials, #3)"
481,765346524,Terry Goodkind,1994,"Wizard's First Rule (Sword of Truth, #1)"
482,1439153663,Kathleen Grissom,2010,The Kitchen House
483,316769029,J.D. Salinger,1961,Franny and Zooey
484,385720920,Chuck Palahniuk,2001,Choke
485,374528373,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,The Brothers Karamazov
486,375822747,Jeanne DuPrau,2003,"The City of Ember (Book of Ember, #1)"
487,60541814,Michael Crichton,1969,The Andromeda Strain
488,451933028,Stephen King,1996,The Green Mile
489,000100039X,Kahlil Gibran,1923,The Prophet
490,394541553,Art Spiegelman,1985,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)"
491,312379838,"P.C. Cast, Kristin Cast",2008,"Untamed (House of Night, #4)"
492,812550757,Orson Scott Card,1986,"Speaker for the Dead (Ender's Saga, #2)"
493,684823780,C.S. Lewis,1952,Mere Christianity
494,1400031702,Donna Tartt,1992,The Secret History
495,375725784,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius
496,553381679,Jean M. Auel,1980,"The Clan of the Cave Bear (Earth's Children, #1)"
497,439228905,Anna Sewell,1877,Black Beauty
498,192833987,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,War and Peace
499,679735771,Bret Easton Ellis,1991,American Psycho
500,613371658,Meg Cabot,2000,"The Princess Diaries (The Princess Diaries, #1)"
501,1400034779,Alexander McCall Smith,1998,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)"
502,1582406723,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 01: Days Gone Bye"
503,451457994,Arthur C. Clarke,1968,"2001: A Space Odyssey (Space Odyssey, #1)"
504,1590525132,Francine Rivers,1991,Redeeming Love
505,842342702,"Tim LaHaye, Jerry B. Jenkins",1995,"Left Behind (Left Behind, #1)"
506,62059998,Kiera Cass,2014,"The One (The Selection, #3)"
507,545265355,Suzanne Collins,2010,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)"
508,805063897,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America
509,593053893,Sophie Kinsella,2008,Remember Me?
510,812517725,Robert Jordan,1990,"The Great Hunt (Wheel of Time, #2)"
511,743477154,Patricia Cornwell,1990,"Postmortem (Kay Scarpetta, #1)"
512,385074077,Edgar Allan Poe,1849,The Complete Stories and Poems
513,553256696,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place: The Triumphant True Story of Corrie Ten Boom
514,192835084,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes
515,553381547,Pat Conroy,1986,The Prince of Tides
516,312282990,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay
517,802798233,Simone Elkeles,2008,"Perfect Chemistry (Perfect Chemistry, #1)"
518,805072454,"J.M. Barrie, Michael Hague",1904,Peter Pan
519,689865392,Scott Westerfeld,2005,"Pretties (Uglies, #2)"
520,965341984,"Haruki Murakami, Jay Rubin",1994,The Wind-Up Bird Chronicle
521,739465511,Michael Connelly,2005,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)"
522,375507256,David Mitchell,2004,Cloud Atlas
523,767902890,Tim O'Brien,1990,The Things They Carried
524,1844137872,Banksy,1988,Wall and Piece
525,006197806X,Lauren Oliver,2012,"Pandemonium (Delirium, #2)"
526,307277887,Jeff Lindsay,2004,"Darkly Dreaming Dexter (Dexter, #1)"
527,1841493007,Charlaine Harris,2002,"Living Dead in Dallas (Sookie Stackhouse, #2)"
528,765305119,Robert Jordan,1991,"The Dragon Reborn (Wheel of Time, #3)"
529,141439491,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver's Travels
530,743482751,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing
531,393320979,"Unknown, Seamus Heaney",975,Beowulf
532,1401207529,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One
533,62409859,Harper Lee,2015,Go Set a Watchman
534,316143472,David Sedaris,2008,When You Are Engulfed in Flames
535,316134023,Laini Taylor,2011,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)"
536,1409151174,Victoria Aveyard,2015,"Red Queen (Red Queen, #1)"
537,1400069289,Charles Duhigg,2011,The Power of Habit: Why We Do What We Do in Life and Business
538,679751521,John Berendt,1994,Midnight in the Garden of Good and Evil
539,1301949825,Colleen Hoover,2012,"Hopeless (Hopeless, #1)"
540,142437018,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess
541,142406252,Sarah Dessen,2004,The Truth About Forever
542,439861365,C.S. Lewis,1954,"The Horse and His Boy (Chronicles of Narnia, #5)"
543,1595143068,Richelle Mead,2010,"Last Sacrifice (Vampire Academy, #6)"
544,64400026,"Laura Ingalls Wilder, Garth Williams",1935,"Little House on the Prairie (Little House, #2)"
545,380002558,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit
546,60589469,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values
547,375759239,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds
548,60887303,Sara Shepard,2006,"Pretty Little Liars (Pretty Little Liars, #1)"
549,670241334,Don Freeman,1948,Corduroy
550,1594200823,Michael Pollan,2006,The Omnivore's Dilemma: A Natural History of Four Meals
551,316176486,Kate Atkinson,2013,Life After Life
552,446696129,Nicholas Sparks,2000,The Rescue
553,045057458X,Stephen King,1991,Needful Things
554,385335997,Diana Gabaldon,1993,"Voyager (Outlander, #3)"
555,393315053,"Kenneth Branagh, William Shakespeare",1996,"Hamlet: Screenplay, Introduction And Film Diary"
556,307348245,Stephen King,1981,Cujo
557,747560595,Jeffrey Eugenides,1993,The Virgin Suicides
558,441012183,Charlaine Harris,2004,"Dead to the World (Sookie Stackhouse, #4)"
559,141439599,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the D'Urbervilles
560,192840398,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary
561,394820371,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth
562,765326353,Brandon Sanderson,2010,"The Way of Kings (The Stormlight Archive, #1)"
563,1841493015,Charlaine Harris,2003,"Club Dead (Sookie Stackhouse, #3)"
564,078685197X,Ned Vizzini,2006,It's Kind of a Funny Story
565,765316889,Brandon Sanderson,2007,"The Well of Ascension (Mistborn, #2)"
566,,Jojo Moyes,2015,"After You (Me Before You, #2)"
567,034552554X,Vanessa Diffenbaugh,2011,The Language of Flowers
568,156389341X,"Frank Miller, Klaus Janson, Lynn Varley",1986,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)"
569,446617792,James Patterson,2005,"The Angel Experiment (Maximum Ride, #1)"
570,1573225517,Nick Hornby,1995,High Fidelity
571,446696110,Nicholas Sparks,2003,The Guardian
572,385721676,Margaret Atwood,2003,"Oryx and Crake (MaddAddam, #1)"
573,60574216,John Gray,1998,"Men Are from Mars, Women Are from Venus"
574,60899220,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly
575,99244721,Michael Crichton,1999,Timeline
576,486266893,Voltaire,1759,Candide
577,374480095,Natalie Babbitt,1975,Tuck Everlasting
578,2253147699,"Stephen King, Marie Milpois",1983,Christine
579,1713221,P.D. Eastman,1960,Are You My Mother?
580,071483355X,E.H. Gombrich,1950,The Story of Art
581,312642962,Marissa Meyer,2013,"Scarlet (The Lunar Chronicles, #2)"
582,751532711,Robert T. Kiyosaki,1997,"Rich Dad, Poor Dad"
583,1442426640,Becca Fitzpatrick,2011,"Silence (Hush, Hush, #3)"
584,670020559,Lev Grossman,2009,The Magicians (The Magicians #1)
585,1421501686,"Tsugumi Ohba, Takeshi Obata",2004,"Death Note, Vol. 1: Boredom (Death Note, #1)"
586,689875347,Libba Bray,2003,"A Great and Terrible Beauty (Gemma Doyle, #1)"
587,60529709,Jonathan Safran Foer,2002,Everything Is Illuminated
588,752863886,Robert Ludlum,1986,"The Bourne Supremacy (Jason Bourne, #2)"
589,425266745,Tammara Webber,2012,"Easy (Contours of the Heart, #1)"
590,140439447,"Charles Dickens, Jeremy Tambling",1849,David Copperfield
591,316013684,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian
592,679760806,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,The Master and Margarita
593,553383043,Ursula K. Le Guin,1968,"A Wizard of Earthsea (Earthsea Cycle, #1)"
594,763616052,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie
595,743253973,John Knowles,1959,A Separate Peace
596,385339607,John Grisham,1995,The Rainmaker
597,142437239,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quixote
598,6480098,Robin Hobb,1995,"Assassin's Apprentice (Farseer Trilogy, #1)"
599,345418921,Douglas Adams,1980,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)"
600,385739141,Lauren Kate,2010,"Torment (Fallen, #2)"
601,723247706,Beatrix Potter,1901,The Tale of Peter Rabbit
602,64405044,"C.S. Lewis, Pauline Baynes",1953,"The Silver Chair (Chronicles of Narnia, #4)"
603,765316897,Brandon Sanderson,2008,"The Hero of Ages (Mistborn, #3)"
604,679746048,Susanna Kaysen,1993,"Girl, Interrupted"
605,61173398,Chelsea Handler,2007,"Are You There, Vodka? It's Me, Chelsea"
606,743278909,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull
607,1481426303,Cassandra Clare,2014,"City of Heavenly Fire (The Mortal Instruments, #6)"
608,920668372,"Robert Munsch, Sheila McGraw",1986,Love You Forever
609,1416524517,Stephen King,2006,Cell
610,067002581X,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics
611,618391118,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion (Middle-Earth Universe)
612,451210859,Stephen King,1987,"The Drawing of the Three (The Dark Tower, #2)"
613,330449605,Kate Morton,2008,The Forgotten Garden
614,99428644,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,The Trial
615,142501557,Sarah Dessen,2002,This Lullaby
616,743275012,Jodi Picoult,2000,Plain Truth
617,385523386,Piper Kerman,2010,Orange Is the New Black
618,451528018,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles
619,374275637,Daniel Kahneman,2011,"Thinking, Fast and Slow"
620,345350499,Marion Zimmer Bradley,1982,"The Mists of Avalon (Avalon, #1)"
621,689841582,Judy Blume,1970,"Are You There God? It's Me, Margaret"
622,446612707,Nicholas Sparks,2002,Nights in Rodanthe
623,1476754454,Stephen King,2014,"Mr. Mercedes (Bill Hodges Trilogy, #1)"
624,441014941,Charlaine Harris,2007,"All Together Dead (Sookie Stackhouse, #7)"
625,375706771,Chris Bohjalian,1997,Midwives
626,395389496,Chris Van Allsburg,1985,The Polar Express
627,140544518,"Jon Scieszka, Lane Smith",1989,The True Story of the 3 Little Pigs
628,425134350,Tom Clancy,1987,"Patriot Games (Jack Ryan Universe, #2)"
629,61124265,"Paulo Coelho, Margaret Jull Costa",1998,Veronika Decides to Die
630,385349947,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead"
631,441013333,Charlaine Harris,2005,"Dead as a Doornail (Sookie Stackhouse, #5)"
632,62085484,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)"
633,441783589,Robert A. Heinlein,1959,Starship Troopers
634,385342063,Sophie Kinsella,2011,I've Got Your Number
635,1857993284,"Jostein Gaarder, Paulette Møller",1991,Sophie's World
636,316134112,Mark Cotta Vaz,2011,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)"
637,553278223,Ray Bradbury,1950,The Martian Chronicles
638,307592839,Jennifer Egan,2010,A Visit from the Goon Squad
639,753454947,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi
640,61015725,Michael Crichton,2002,Prey
641,7202326,C.S. Lewis,1956,"The Last Battle (Chronicles of Narnia, #7)"
642,525950079,Ken Follett,2007,"World Without End (The Kingsbridge Series, #2)"
643,312360304,"P.C. Cast, Kristin Cast",2008,"Chosen (House of Night, #3)"
644,,Colleen Hoover,2012,"Slammed (Slammed, #1)"
645,60874163,Alex Flinn,2007,"Beastly (Beastly, #1; Kendra Chronicles, #1)"
646,140424385,"Geoffrey Chaucer, Nevill Coghill",1390,The Canterbury Tales
647,312348649,Emily Giffin,2006,Baby Proof
648,375856110,Christopher Paolini,2011,"Inheritance (The Inheritance Cycle, #4)"
649,307593312,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,1Q84
650,1840224029,Harriet Beecher Stowe,1852,Uncle Tom's Cabin
651,60809248,"Gaston Leroux, Alexander Teixeira de Mattos",1909,The Phantom of the Opera
652,441014917,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)"
653,156007754,"José Saramago, Giovanni Pontiero",1995,Blindness
654,374158460,Jonathan Franzen,2010,Freedom
655,142421715,Ally Condie,2011,"Crossed (Matched, #2)"
656,1423100034,Ally Carter,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)"
657,1416562591,Aravind Adiga,2008,The White Tiger
658,1841156736,Jonathan Franzen,2001,The Corrections
659,1921351438,Barack Obama,1995,Dreams from My Father: A Story of Race and Inheritance
660,60541830,Michael Crichton,1980,Congo
661,689711735,"Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
662,618101365,Jhumpa Lahiri,1999,Interpreter of Maladies
663,60838655,Howard Zinn,1980,A People's History of the United States
664,679745653,Truman Capote,1958,Breakfast at Tiffany's
665,345504968,Justin Cronin,2010,"The Passage (The Passage, #1)"
666,60515198,Neil Gaiman,2005,Anansi Boys
667,670011940,Sarah Dessen,2009,Along for the Ride
668,159420571X,Celeste Ng,2014,Everything I Never Told You
669,553383809,"Isabel Allende, Magda Bogin",1982,The House of the Spirits
670,451155750,Stephen King,1979,The Dead Zone
671,646418432,"Agatha Christie, Ροζίτα Σώκου",1920,"The Mysterious Affair at Styles (Hercule Poirot, #1)"
